isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	_isolate_name	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	notes
1007174	202314075	5415	1	Chaphamaparvovirus strigiform1	E	Barn owl parvovirus	Barn owl parvovirus	BOPV	gyb-MR2/2015/HUN	MT580795	NC_077074	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Chaphamaparvovirus strigiform1	202214075	NULL	NULL
1007175	202307328	5416	1	Chaphamaparvovirus ungulate1	E	porcine parvovirus 7	porcine parvovirus 7	PPV7	NULL	MG543471	NC_040562	Coding-complete genome	ssDNA	vertebrates	NULL	1820046	same	Chaphamaparvovirus ungulate1	202207328	NULL	NULL
1007176	202304224	5417	1	Hepanhamaparvovirus decapod1	E	Fenneropenaeus chinensis hepatopancreatic densovirus	Fenneropenaeus chinensis hepatopancreatic densovirus	FcHDV	NULL	GU371276	NC_014357	Complete genome	ssDNA	invertebrates	NULL	797418	same	Hepanhamaparvovirus decapod1	202204224	NULL	NULL
1007177	202307326	5418	1	Ichtchaphamaparvovirus syngnathid1	E	Syngnathus scovelli chapparvovirus	Syngnathus scovelli chapparvovirus	ScChPV	NULL	MN049932	NC_055527	Coding-complete genome	ssDNA	vertebrates	NULL	2662396	same	Ichtchaphamaparvovirus syngnathid1	202207326	NULL	NULL
1007178	202304232	5419	1	Penstylhamaparvovirus decapod1	E	Penaeus stylirostris penstyldensovirus 1	Penaeus stylirostris penstyldensovirus 1	PstDV1	NULL	AF273215	NC_039043	Complete genome	ssDNA	invertebrates	NULL	1513225	same	Penstylhamaparvovirus decapod1	202204232	NULL	NULL
1007179	202304237	5420	1	Amdoparvovirus carnivoran1	E	Aleutian mink disease parvovirus	Aleutian mink disease parvovirus	ADV	ADV-G	M20036	NC_001662	Complete genome	ssDNA	vertebrates	NULL	28314	split	Amdoparvovirus carnivoran1	202204237	2023.007D.Parvoviridae_12nsp.zip	NULL
1007180	202304238	5421	1	Amdoparvovirus carnivoran2	E	gray fox amdovirus	gray fox amdovirus	GFAV	NULL	JN202450	NC_038533	Coding-complete genome	ssDNA	vertebrates	NULL	1093101	same	Amdoparvovirus carnivoran2	202204238	NULL	NULL
1007181	202305887	5422	1	Amdoparvovirus carnivoran3	E	racoon dog and fox amdoparvovirus	racoon dog and fox amdoparvovirus	RFAV	HS-R	KJ396347	NC_025825	Complete genome	ssDNA	vertebrates	NULL	1513315	same	Amdoparvovirus carnivoran3	202205887	NULL	NULL
1007182	202305888	5423	1	Amdoparvovirus carnivoran4	E	skunk amdoparvovirus	skunk amdoparvovirus	SKAV	SK-23	KX981923	NC_034445	Coding-complete genome	ssDNA	vertebrates	NULL	1961072	same	Amdoparvovirus carnivoran4	202205888	NULL	NULL
1007183	202307355	5424	1	Amdoparvovirus carnivoran5	E	red panda amdoparvovirus	red panda amdoparvovirus	RpAPV	NULL	KT878839	NC_031751	Complete genome	ssDNA	vertebrates	NULL	1908805	same	Amdoparvovirus carnivoran5	202207355	NULL	NULL
1007184	202314030	5425	1	Amdoparvovirus carnivoran6	E	Labrador amdoparvovirus 1	Labrador amdoparvovirus 1	LaAV-1	MART4	MT770849	NC_077087	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Amdoparvovirus carnivoran6	202214030	NULL	NULL
1007185	202314031	5426	1	Amdoparvovirus carnivoran7	E	red panda amdoparvovirus 2	red panda amdoparvovirus 2	RpAPV-2	patient12amdo01-4	MZ357124	NC_077138	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Amdoparvovirus carnivoran7	202214031	NULL	NULL
1007186	202307337	5431	1	Artiparvovirus chiropteran1	E	Artibeus jamaicensis parvovirus	Artibeus jamaicensis parvovirus	AjPV	NULL	JQ037754	NC_016752	Complete genome	ssDNA	vertebrates	NULL	1131485	same	Artiparvovirus chiropteran1	202207337	NULL	NULL
1007187	202309279	5432	1	Aveparvovirus columbid1	E	pigeon parvovirus 1	pigeon parvovirus 1	PiPV1	HK8	KC876004	NC_076134	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Aveparvovirus columbid1	202209279	NULL	NULL
1007188	202304240	5433	1	Aveparvovirus galliform1	E	turkey parvovirus	turkey parvovirus	TuPV	260	GU214706	NC_038534	Complete genome	ssDNA	vertebrates	NULL	740934	same	Aveparvovirus galliform1	202204240	NULL	NULL
1007189	202307350	5434	1	Aveparvovirus gruiform1	E	red-crowned crane parvovirus	red-crowned crane parvovirus	RcPV	NULL	KY312546	NC_040603	Complete genome	ssDNA	vertebrates	NULL	2079601	same	Aveparvovirus gruiform1	202207350	NULL	NULL
1007190	202314032	5435	1	Aveparvovirus passeriform1	E	pileated finch aveparvovirus	pileated finch aveparvovirus	PfPV	29	MG745672	NC_077011	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Aveparvovirus passeriform1	202214032	NULL	NULL
1007191	202304242	5436	1	Bocaparvovirus carnivoran1	E	canine minute virus; minute virus of canines	canine minute virus	CnMV; MVC	GA3	FJ214110	NC_075119	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Bocaparvovirus carnivoran1	202204242	NULL	NULL
1007192	202304243	5437	1	Bocaparvovirus carnivoran2	E	canine bocavirus 1	canine bocavirus 1	CBoV1	Con161	JN648103	NC_020499	Complete genome	ssDNA	vertebrates	NULL	1511885	same	Bocaparvovirus carnivoran2	202204243	NULL	NULL
1007193	202304244	5438	1	Bocaparvovirus carnivoran3	E	feline bocavirus	feline bocavirus	FBoV	HK797F	JQ692585	NC_017823	Complete genome	ssDNA	vertebrates	NULL	1174530	same	Bocaparvovirus carnivoran3	202204244	NULL	NULL
1007194	202305889	5439	1	Bocaparvovirus carnivoran4	E	feline bocaparvovirus 2	feline bocaparvovirus 2	FBoV2	POR1	KF792837	NC_022800	Coding-complete genome	ssDNA	vertebrates	NULL	1417756	same	Bocaparvovirus carnivoran4	202205889	NULL	NULL
1007195	202305890	5440	1	Bocaparvovirus carnivoran5	E	feline bocaparvovirus 3	feline bocaparvovirus 3	FBoV3	FBD1	KM017744	NC_039044	Coding-complete genome	ssDNA	vertebrates	NULL	2259807	same	Bocaparvovirus carnivoran5	202205890	NULL	NULL
1007196	202305891	5441	1	Bocaparvovirus carnivoran6	E	mink bocavirus 1	mink bocavirus 1	MiBoV1	NULL	KU950356	NC_030873	Coding-complete genome	ssDNA	vertebrates	NULL	2259808	same	Bocaparvovirus carnivoran6	202205891	NULL	NULL
1007197	202314033	5442	1	Bocaparvovirus carnivoran7	E	canine bocavirus 3	canine bocavirus 3	CnBoV3	UCD	KC580640	NC_076995	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Bocaparvovirus carnivoran7	202214033	NULL	NULL
1007198	202305892	5443	1	Bocaparvovirus chiropteran1	E	Myotis myotis (bat) bocavirus 1	Myotis myotis (bat) bocavirus 1	BtBoV1	NULL	JQ814850	NC_039045	Coding-complete genome	ssDNA	vertebrates	NULL	1195367	same	Bocaparvovirus chiropteran1	202205892	NULL	NULL
1007199	202305893	5444	1	Bocaparvovirus chiropteran2	E	bat bocavirus WM40	bat bocavirus WM40	BtBoVwm40	WM40	KC339251	NC_039046	Coding-complete genome	ssDNA	vertebrates	NULL	2259810	same	Bocaparvovirus chiropteran2	202205893	NULL	NULL
1007200	202305894	5445	1	Bocaparvovirus chiropteran3	E	bat bocavirus XM30	bat bocavirus XM30	BtBoVxm30	XM30	KC339250	NC_039047	Coding-complete genome	ssDNA	vertebrates	NULL	2259811	same	Bocaparvovirus chiropteran3	202205894	NULL	NULL
1007201	202305895	5446	1	Bocaparvovirus chiropteran4	E	Miniopterus schreibersii bat bocavirus	Miniopterus schreibersii bat bocavirus	BtBoV2	str24	KU321654	NC_039048	Coding-complete genome	ssDNA	vertebrates	NULL	1911554	same	Bocaparvovirus chiropteran4	202205895	NULL	NULL
1007202	202309280	5447	1	Bocaparvovirus chiropteran5	E	Rousettus leschenaultii bocaparvovirus 1	Rousettus leschenaultii bocaparvovirus 1	RlBoV	Rol-BtBoV1_56C_ML_YN_2012	MF682925	NC_040695	Complete genome	ssDNA	vertebrates	NULL	2053082	same	Bocaparvovirus chiropteran5	202209280	NULL	NULL
1007203	202314034	5448	1	Bocaparvovirus incertum1	E	lupine bocavirus; rabbit bocavirus	lupine bocavirus	"LuBoV, RBoV"	South Douro	KY214448	NC_040533	Coding-complete genome	ssDNA	vertebrates	NULL	2017714	same	Bocaparvovirus incertum1	202214034	NULL	NULL
1007204	202305896	5449	1	Bocaparvovirus lagomorph1	E	rabbit bocaparvovirus	rabbit bocaparvovirus	RBoV	160/01/ITA	KP729195	NC_028973	Coding-complete genome	ssDNA	vertebrates	NULL	3052037	same	Bocaparvovirus lagomorph1	202205896	NULL	NULL
1007205	202304245	5450	1	Bocaparvovirus pinniped1	E	California sea lion bocavirus 1	California sea lion bocavirus 1	CslBoV1	1153	JN420361	NC_038535	Coding-complete genome	ssDNA	vertebrates	NULL	1073959	same	Bocaparvovirus pinniped1	202204245	NULL	NULL
1007206	202304246	5451	1	Bocaparvovirus pinniped2	E	California sea lion bocavirus 3	California sea lion bocavirus 3	CslBoV3	9805	JN420365	NC_038536	Coding-complete genome	ssDNA	vertebrates	NULL	1073961	same	Bocaparvovirus pinniped2	202204246	NULL	NULL
1007207	202304247	5452	1	Bocaparvovirus primate1	E	human bocavirus 1	human bocavirus 1	HBoV1	Salvador1	JQ923422	NC_075120	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Bocaparvovirus primate1	202204247	NULL	NULL
1007208	202304248	5453	1	Bocaparvovirus primate2	E	human bocavirus 2c	human bocavirus 2c	HBoV2c	PK5510	FJ170278	NC_012042	Coding-complete genome	ssDNA	vertebrates	NULL	1511882	same	Bocaparvovirus primate2	202204248	NULL	NULL
1007209	202309281	5454	1	Bocaparvovirus primate3	E	Macaca mulatta bocaparvovirus	Macaca mulatta bocaparvovirus	MmBoV	MmBOV	MN091929	NC_055583	Complete genome	ssDNA	vertebrates	NULL	3052042	same	Bocaparvovirus primate3	202209281	NULL	NULL
1007210	202307348	5455	1	Bocaparvovirus rodent1	E	rat bocavirus	rat bocavirus	RBoV	NULL	KT454512	NC_029133	Complete genome	ssDNA	vertebrates	NULL	1788315	same	Bocaparvovirus rodent1	202207348	NULL	NULL
1007211	202307349	5456	1	Bocaparvovirus rodent2	E	murine bocavirus	murine bocavirus	MuBoV	NULL	MF175080	NC_055487	Complete genome	ssDNA	vertebrates	NULL	2171381	same	Bocaparvovirus rodent2	202207349	NULL	NULL
1007212	202314035	5457	1	Bocaparvovirus rodent3	E	rodent bocavirus	rodent bocavirus	RoBov	1	MG745673	NC_077012	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Bocaparvovirus rodent3	202214035	NULL	NULL
1007213	202304249	5458	1	Bocaparvovirus ungulate1	E	bovine parvovirus 1	bovine parvovirus 1	BPV1	Abinanti	DQ335247	NC_038895	Complete genome	ssDNA	vertebrates	NULL	2839036	same	Bocaparvovirus ungulate1	202204249	NULL	NULL
1007214	202304250	5459	1	Bocaparvovirus ungulate2	E	porcine bocavirus 1	porcine bocavirus 1	PBoV1	pig/ZJD/China/2006	HM053693	NC_024453	Coding-complete genome	ssDNA	vertebrates	NULL	795694	same	Bocaparvovirus ungulate2	202204250	NULL	NULL
1007215	202304251	5460	1	Bocaparvovirus ungulate3	E	porcine bocavirus SX	porcine bocavirus SX	PBoVsx	China/2010	HQ223038	NC_038537	Coding-complete genome	ssDNA	vertebrates	NULL	912967	same	Bocaparvovirus ungulate3	202204251	NULL	NULL
1007216	202304252	5461	1	Bocaparvovirus ungulate4	E	porcine bocavirus H18	porcine bocavirus H18	PBoVh18	H18	HQ291308	NC_038538	Coding-complete genome	ssDNA	vertebrates	NULL	1511887	same	Bocaparvovirus ungulate4	202204252	NULL	NULL
1007217	202304253	5462	1	Bocaparvovirus ungulate5	E	porcine bocavirus 3	porcine bocavirus 3	PBoV3	SH20F	JF429834	NC_016031	Coding-complete genome	ssDNA	vertebrates	NULL	1084715	same	Bocaparvovirus ungulate5	202204253	NULL	NULL
1007218	202305897	5463	1	Bocaparvovirus ungulate6	E	bovine bocaparvovirus 2; ungulate bocaparvovirus 6	bovine bocaparvovirus 2	BBoV2; UBPV6	USII/03	KU172421	NC_030402	Coding-complete genome	ssDNA	vertebrates	NULL	1864484	same	Bocaparvovirus ungulate6	202205897	NULL	NULL
1007219	202307346	5464	1	Bocaparvovirus ungulate7	E	dromedary camel bocaparvovirus 1	dromedary camel bocaparvovirus 1	DBoV1	NULL	KY640430	NC_075998	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Bocaparvovirus ungulate7	202207346	NULL	NULL
1007220	202307347	5465	1	Bocaparvovirus ungulate8	E	dromedary camel bocaparvovirus 2	dromedary camel bocaparvovirus 2	DBoV2	NULL	KY640438	NC_035185	Complete genome	ssDNA	vertebrates	NULL	2014604	same	Bocaparvovirus ungulate8	202207347	NULL	NULL
1007221	202309282	5466	1	Bocaparvovirus ungulate9	E	Vicugna pacos bocaparvovirus	Vicugna pacos bocaparvovirus	VpBoV	Massachusetts 2018	MK014742	NC_076293	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Bocaparvovirus ungulate9	202209282	NULL	NULL
1007222	202307344	5467	1	Copiparvovirus pinniped1	E	sesavirus	sesavirus	SesaV	NULL	KM035804	NC_026251	Complete genome	ssDNA	vertebrates	NULL	1519097	same	Copiparvovirus pinniped1	202207344	NULL	NULL
1007223	202304255	5468	1	Copiparvovirus ungulate1	E	bovine parvovirus 2	bovine parvovirus 2	BPV2	NULL	AF406966	NC_006259	Coding-complete genome	ssDNA	vertebrates	NULL	172296	same	Copiparvovirus ungulate1	202204255	NULL	NULL
1007224	202304256	5469	1	Copiparvovirus ungulate2	E	porcine parvovirus 4	porcine parvovirus 4	PPV4	17	GQ387499	NC_014665	Coding-complete genome	ssDNA	vertebrates	NULL	707546	same	Copiparvovirus ungulate2	202204256	NULL	NULL
1007225	202307340	5470	1	Copiparvovirus ungulate3	E	roe deer copiparvovirus	roe deer copiparvovirus	RdPV	NULL	MK091524	NC_055518	Complete genome	ssDNA	vertebrates	NULL	2555547	same	Copiparvovirus ungulate3	202207340	NULL	NULL
1007226	202307341	5471	1	Copiparvovirus ungulate4	E	porcine parvovirus 6	porcine parvovirus 6	PPV6	NULL	KX384823	NC_075986	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Copiparvovirus ungulate4	202207341	NULL	NULL
1007227	202307342	5472	1	Copiparvovirus ungulate5	E	bosavirus	bosavirus	BosaV	NULL	KY019139	NC_031959	Complete genome	ssDNA	vertebrates	NULL	1917013	same	Copiparvovirus ungulate5	202207342	NULL	NULL
1007228	202307343	5473	1	Copiparvovirus ungulate6	E	equine parvovirus-hepatitis	equine parvovirus-hepatitis	EqPV-H	NULL	MG136722	NC_076001	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Copiparvovirus ungulate6	202207343	NULL	NULL
1007229	202314036	5474	1	Copiparvovirus ungulate7	E	eqcopivirus	eqcopivirus	EqCoPV	EqCoPV_8	MN181466	NC_077035	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Copiparvovirus ungulate7	202214036	NULL	NULL
1007230	202314037	5475	1	Copiparvovirus ungulate8	E	horse parvovirus CSF	horse parvovirus CSF	EqPV-CSF	Ky1	MZ100069	NC_077119	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Copiparvovirus ungulate8	202214037	NULL	NULL
1007231	202304260	5477	1	Dependoparvovirus anseriform1	E	Muscovy duck parvovirus; Barbarie duck parvovirus	Muscovy duck parvovirus	DPV	FM	U22967	NC_006147	Complete genome	ssDNA	vertebrates	NULL	37325	same	Dependoparvovirus anseriform1	202204260	NULL	NULL
1007232	202304261	5478	1	Dependoparvovirus avian1	E	avian adeno-associated virus	avian adeno-associated virus	AAAV	VR865	AY186198	NC_004828	Complete genome	ssDNA	vertebrates	NULL	219704	same	Dependoparvovirus avian1	202204261	NULL	NULL
1007233	202314078	5479	1	Dependoparvovirus avian2	E	avian adeno-associated virus BR_DF12	avian adeno-associated virus BR_DF12	AvAdV-BR_DF12	BR_DF12	MN175614	NC_077033	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Dependoparvovirus avian2	202214078	NULL	NULL
1007234	202309283	5480	1	Dependoparvovirus carnivoran1	E	feline dependoparvovirus	feline dependoparvovirus	FdPV	VRI 849	MN794870	NC_076473	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Dependoparvovirus carnivoran1	202209283	NULL	NULL
1007235	202304262	5481	1	Dependoparvovirus chiropteran1	E	bat adeno-associated virus	bat adeno-associated virus	BtAAV	YNM	GU226971	NC_014468	Coding-complete genome	ssDNA	vertebrates	NULL	727962	same	Dependoparvovirus chiropteran1	202204262	NULL	NULL
1007236	202314038	5482	1	Dependoparvovirus chiropteran2	E	Desmodus rotundus dependoparvovirus	Desmodus rotundus dependoparvovirus	DrAAV	246	MG745677	NC_077013	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Dependoparvovirus chiropteran2	202214038	NULL	NULL
1007237	202304259	5483	1	Dependoparvovirus mammalian1	E	adeno-associated virus 5	adeno-associated virus 5	AAV5	NULL	AF085716	NC_006152	Complete genome	ssDNA	vertebrates	NULL	82300	same	Dependoparvovirus mammalian1	202204259	NULL	NULL
1007238	202304263	5484	1	Dependoparvovirus pinniped1	E	California sea lion adeno-associated virus 1	California sea lion adeno-associated virus 1	CslAAV1	1187	JN420372	NC_038539	Coding-complete genome	ssDNA	vertebrates	NULL	1073950	same	Dependoparvovirus pinniped1	202204263	NULL	NULL
1007239	202304258	5485	1	Dependoparvovirus primate1	E	adeno-associated virus 2	adeno-associated virus 2	AAV2	NULL	AF043303	NC_001401	Complete genome	ssDNA	vertebrates	NULL	10804	same	Dependoparvovirus primate1	202204258	NULL	NULL
1007240	202307353	5487	1	Dependoparvovirus rodent1	E	murine adeno-associated virus 1	murine adeno-associated virus 1	MAAV1	NULL	MF416383	NC_055485	Complete genome	ssDNA	vertebrates	NULL	2171377	same	Dependoparvovirus rodent1	202207353	NULL	NULL
1007241	202307354	5488	1	Dependoparvovirus rodent2	E	murine adeno-associated virus 2	murine adeno-associated virus 2	MAAV2	NULL	MF416384	NC_055486	Complete genome	ssDNA	vertebrates	NULL	2171378	same	Dependoparvovirus rodent2	202207354	NULL	NULL
1007242	202304264	5489	1	Dependoparvovirus squamate1	E	snake adeno-associated virus	snake adeno-associated virus	SAAV	NULL	AY349010	NC_006148	Complete genome	ssDNA	vertebrates	NULL	252602	same	Dependoparvovirus squamate1	202204264	NULL	NULL
1007243	202306425	5490	1	Dependoparvovirus squamate2	E	bearded dragon parvovirus	bearded dragon parvovirus	BDPV	2014	KP733794	NC_027429	Complete genome	ssDNA	vertebrates	NULL	1670662	same	Dependoparvovirus squamate2	202206425	NULL	NULL
1007244	202307345	5491	1	Erythroparvovirus pinniped1	E	seal parvovirus	seal parvovirus	SePV	NULL	KF373759	NC_055458	Complete genome	ssDNA	vertebrates	NULL	1427158	same	Erythroparvovirus pinniped1	202207345	NULL	NULL
1007245	202304266	5492	1	Erythroparvovirus primate1	E	human parvovirus B19	human parvovirus B19	B19V	J35 G1	AY386330	NC_000883	Complete genome	ssDNA	vertebrates	NULL	10798	same	Erythroparvovirus primate1	202204266	NULL	NULL
1007246	202304267	5493	1	Erythroparvovirus primate2	E	simian parvovirus	simian parvovirus	SPV	B20	U26342	NC_038540	Coding-complete genome	ssDNA	vertebrates	NULL	31598	same	Erythroparvovirus primate2	202204267	NULL	NULL
1007247	202304268	5494	1	Erythroparvovirus primate3	E	rhesus macaque parvovirus	rhesus macaque parvovirus	RmPV	NULL	AF221122	NC_038541	Coding-complete genome	ssDNA	vertebrates	NULL	119756	same	Erythroparvovirus primate3	202204268	NULL	NULL
1007248	202304269	5495	1	Erythroparvovirus primate4	E	pig-tailed macaque parvovirus	pig-tailed macaque parvovirus	PmPV	NULL	AF221123	NC_038542	Coding-complete genome	ssDNA	vertebrates	NULL	119755	same	Erythroparvovirus primate4	202204269	NULL	NULL
1007249	202304270	5496	1	Erythroparvovirus rodent1	E	chipmunk parvovirus	chipmunk parvovirus	ChpPV	NULL	GQ200736	NC_038543	Coding-complete genome	ssDNA	vertebrates	NULL	56820	same	Erythroparvovirus rodent1	202204270	NULL	NULL
1007250	202304271	5497	1	Erythroparvovirus ungulate1	E	bovine parvovirus 3	bovine parvovirus 3	BPV3	NULL	AF406967	NC_074970	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Erythroparvovirus ungulate1	202204271	NULL	NULL
1007251	202307339	5498	1	Loriparvovirus primate1	E	slow loris parvovirus	slow loris parvovirus	SLPV	NULL	KP120516	NC_025891	Complete genome	ssDNA	vertebrates	NULL	1581151	same	Loriparvovirus primate1	202207339	NULL	NULL
1007252	202304273	5499	1	Protoparvovirus carnivoran1	E	canine parvovirus	canine parvovirus	CPV	N	M19296	NC_001539	Complete genome	ssDNA	vertebrates	NULL	10788	same	Protoparvovirus carnivoran1	202204273	NULL	NULL
1007253	202307352	5500	1	Protoparvovirus carnivoran2	E	sea otter parvovirus	sea otter parvovirus	SoPV	NULL	KU561552	NC_030837	Complete genome	ssDNA	vertebrates	NULL	1882382	same	Protoparvovirus carnivoran2	202207352	NULL	NULL
1007254	202309284	5501	1	Protoparvovirus carnivoran3	E	canine bufavirus	canine bufavirus	CBuV	ITA/2015/297	MF198244	NC_076185	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Protoparvovirus carnivoran3	202209284	NULL	NULL
1007255	202309285	5502	1	Protoparvovirus carnivoran4	E	fox parvovirus	fox parvovirus	FoPV	NULL	KC692368	NC_076133	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Protoparvovirus carnivoran4	202209285	NULL	NULL
1007256	202314040	5503	1	Protoparvovirus carnivoran5	E	newlavirus	newlavirus	NLPV	FX25	MZ813278	NC_077148	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Protoparvovirus carnivoran5	202214040	NULL	NULL
1007257	202305898	5504	1	Protoparvovirus chiropteran1	E	megabat bufavirus 1	megabat bufavirus 1	BtBuV1	MAG12-57	LC085675	NC_029797	Coding-complete genome	ssDNA	vertebrates	NULL	1756191	same	Protoparvovirus chiropteran1	202205898	NULL	NULL
1007258	202305899	5505	1	Protoparvovirus eulipotyphla1	E	Mpulungu (shrew) bufavirus	Mpulungu (shrew) bufavirus	MpBuV	shrew ZM38	AB937988	NC_026815	Coding-complete genome	ssDNA	vertebrates	NULL	3052712	same	Protoparvovirus eulipotyphla1	202205899	NULL	NULL
1007259	202307351	5506	1	Protoparvovirus incertum1	E	tusavirus	tusavirus	TuV	NULL	KJ495710	NC_075988	Complete genome	ssDNA	vertebrates	NULL	NULL	same	Protoparvovirus incertum1	202207351	NULL	NULL
1007260	202314039	5507	1	Protoparvovirus pinniped1	E	California sea lion parvovirus Hanchett	California sea lion parvovirus Hanchett	CslPV	Hanchett_2	MN982959	NC_077055	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Protoparvovirus pinniped1	202214039	NULL	NULL
1007261	202304274	5508	1	Protoparvovirus primate1	E	bufavirus 1a (human)	bufavirus 1a (human)	BuV1a	human BF86	JX027296	NC_038544	Coding-complete genome	ssDNA	vertebrates	NULL	3052714	same	Protoparvovirus primate1	202204274	NULL	NULL
1007262	202305900	5509	1	Protoparvovirus primate2	E	Wuharv (rhesus) parvovirus 1	Wuharv (rhesus) parvovirus 1	WuBuV1	rhesus	JX627576	NC_039049	Coding-complete genome	ssDNA	vertebrates	NULL	1245561	same	Protoparvovirus primate2	202205900	NULL	NULL
1007263	202305901	5510	1	Protoparvovirus primate3	E	cutavirus (human)	cutavirus (human)	CutaV	human BR-337	KT868811	NC_039050	Coding-complete genome	ssDNA	vertebrates	NULL	1867125	same	Protoparvovirus primate3	202205901	NULL	NULL
1007264	202304275	5511	1	Protoparvovirus rodent1	E	minute virus of mice	minute virus of mice	MVM	prototype; p	J02275	NC_001510	Complete genome	ssDNA	vertebrates	NULL	10794	same	Protoparvovirus rodent1	202204275	NULL	NULL
1007265	202304276	5512	1	Protoparvovirus rodent2	E	rat parvovirus 1	rat parvovirus 1	RPV1	NULL	AF036710	NC_038545	Complete genome	ssDNA	vertebrates	NULL	74581	same	Protoparvovirus rodent2	202204276	NULL	NULL
1007266	202305902	5513	1	Protoparvovirus rodent3	E	rat bufavirus SY-2015	rat bufavirus SY-2015	RatBuV	7911002	KT716186	NC_028650	Coding-complete genome	ssDNA	vertebrates	NULL	1763507	same	Protoparvovirus rodent3	202205902	NULL	NULL
1007267	202304277	5514	1	Protoparvovirus ungulate1	E	porcine parvovirus	porcine parvovirus	PPV	NADL2	L23427	NC_001718	Complete genome	ssDNA	vertebrates	NULL	10796	same	Protoparvovirus ungulate1	202204277	NULL	NULL
1007268	202305903	5515	1	Protoparvovirus ungulate2	E	porcine bufavirus; protoparvovirus (porcine)	porcine bufavirus	PBuV	Zsana/2013/HUN	KT965075	NC_043446	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Protoparvovirus ungulate2	202205903	NULL	NULL
1007269	202314041	5516	1	Protoparvovirus ungulate3	E	equine protoparvovirus	equine protoparvovirus	EqPV	EqPV-P4619	MW814911	NC_077112	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Protoparvovirus ungulate3	202214041	NULL	NULL
1007270	202314044	5518	1	Sandeparvovirus perciform1	E	zander parvovirus	zander parvovirus	ZPV	zander/M5/2015/HUN	OK236393	NC_077156	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Sandeparvovirus perciform1	202214044	NULL	NULL
1007271	202304279	5519	1	Tetraparvovirus chiropteran1	E	Eidolon helvum (bat) parvovirus 1	Eidolon helvum (bat) parvovirus 1	BtPARV4	NULL	JQ037753	NC_016744	Coding-complete genome	ssDNA	vertebrates	NULL	1131483	same	Tetraparvovirus chiropteran1	202204279	NULL	NULL
1007272	202314042	5520	1	Tetraparvovirus didelphimorph1	E	opossum tetraparvovirus	opossum tetraparvovirus	OpPARV4	4113	MG745671	NC_077010	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Tetraparvovirus didelphimorph1	202214042	NULL	NULL
1007273	202304280	5521	1	Tetraparvovirus primate1	E	human parvovirus 4	human parvovirus 4	PARV4	G1	AY622943	NC_007018	Coding-complete genome	ssDNA	vertebrates	NULL	1511919	same	Tetraparvovirus primate1	202204280	NULL	NULL
1007274	202314043	5522	1	Tetraparvovirus rodent1	E	rodent tetraparvovirus	rodent tetraparvovirus	RoPARV4	3542	MG745670	NC_077009	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	same	Tetraparvovirus rodent1	202214043	NULL	NULL
1007275	202304281	5523	1	Tetraparvovirus ungulate1	E	bovine hokovirus 1	bovine hokovirus 1	BPARV4	HK1	EU200669	NC_038898	Coding-complete genome	ssDNA	vertebrates	NULL	494651	same	Tetraparvovirus ungulate1	202204281	NULL	NULL
1007276	202304282	5524	1	Tetraparvovirus ungulate2	E	porcine hokovirus; porcine parvovirus 3	porcine hokovirus	PPARV4; PPV3	HK7	EU200677	NC_038546	Coding-complete genome	ssDNA	vertebrates	NULL	494652	same	Tetraparvovirus ungulate2	202204282	NULL	NULL
1007277	202304283	5525	1	Tetraparvovirus ungulate3	E	porcine parvovirus 2; parvovirus YX-2010/CHN	porcine parvovirus 2	PPV2; CnPPARV4	JH13	GU938300	NC_038883	Coding-complete genome	ssDNA	vertebrates	NULL	1126383	same	Tetraparvovirus ungulate3	202204283	NULL	NULL
